,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G
383,165.11,60852000.0,1.6773,15056,-1483.4,0,1397300.0,-0.13898,565.61,1,0.383,0.383,0.25,0,0.44434559082959857
384,162.78,59982000.0,1.6724,14908,-1572.5,0,1390400.0,-0.14835,565.33,1,0.384,0.384,0.25,0,0.4293323692238027
385,160.42,59102000.0,1.667,14759,-1661.2,0,1383200.0,-0.15815,565.03,1,0.385,0.385,0.25,0,0.414704629360925
386,158.1,58232000.0,1.6614,14610,-1748.6,0,1375900.0,-0.16799,564.74,1,0.386,0.386,0.25,0,0.40091137507703567
387,155.78,57363000.0,1.6557,14461,-1835.1,0,1368600.0,-0.17791,564.45,1,0.387,0.387,0.25,0,0.388028792254142
388,153.46,56498000.0,1.6493,14310,-1921.2,0,1361000.0,-0.18813,564.15,1,0.388,0.388,0.25,0,0.37571734213074226
389,151.18,55646000.0,1.643,14162,-2006.8,0,1353600.0,-0.19825,563.85,1,0.389,0.389,0.25,0,0.36471612632142514
390,148.91,54798000.0,1.6364,14013,-2091.1,0,1346000.0,-0.20851,563.55,1,0.39,0.39,0.25,0,0.3544818826455344
391,146.65,53951000.0,1.6295,13864,-2174.2,0,1338200.0,-0.21903,563.25,1,0.391,0.391,0.25,0,0.3450357264876164
392,144.37,53101000.0,1.6224,13713,-2256.3,0,1330300.0,-0.22974,562.94,1,0.392,0.392,0.25,0,0.3366107611260375
393,142.11,52255000.0,1.6151,13562,-2337.8,0,1322200.0,-0.24072,562.63,1,0.393,0.393,0.25,0,0.3290337930137198
394,139.87,51422000.0,1.6077,13413,-2417.9,0,1314100.0,-0.25175,562.33,1,0.394,0.394,0.25,0,0.32262597963021733
395,137.69,50607000.0,1.6004,13266,-2496.4,0,1306000.0,-0.26269,562.02,1,0.395,0.395,0.25,0,0.31724131847016634
396,135.54,49805000.0,1.5932,13121,-2572.9,0,1297700.0,-0.27391,561.72,1,0.396,0.396,0.25,0,0.3126071682342544
397,133.45,49025000.0,1.586,12979,-2647.4,0,1289800.0,-0.28471,561.42,1,0.397,0.397,0.25,0,0.30955592331958304
398,131.74,48387000.0,1.58,12862,-2707.4,0,1282800.0,-0.29417,561.17,1,0.398,0.398,0.25,0,0.30701607721889057
399,129.89,47697000.0,1.5737,12735,-2772.9,0,1275400.0,-0.30414,560.9,1,0.399,0.399,0.25,0,0.30546533574152945
400,128.1,47027000.0,1.5675,12613,-2836.4,0,1268200.0,-0.31389,560.64,1,0.4,0.4,0.25,0,0.30480235199433103
401,126.88,46572000.0,1.5632,12527,-2879.0,0,1262900.0,-0.3211,560.45,1,0.401,0.401,0.25,0,0.3041727740211334
402,125.63,46106000.0,1.5588,12440,-2922.7,0,1257500.0,-0.32845,560.27,1,0.402,0.402,0.25,0,0.30401483961618603
403,124.11,45541000.0,1.5535,12335,-2975.6,0,1251200.0,-0.33695,560.04,1,0.403,0.403,0.25,0,0.30489745905105037
404,123.06,45149000.0,1.5498,12261,-3012.4,0,1246700.0,-0.34309,559.89,1,0.404,0.404,0.25,0,0.3056295444239261
405,122.12,44799000.0,1.5464,12194,-3045.1,0,1242500.0,-0.34875,559.74,1,0.405,0.405,0.25,0,0.3062455275171674
406,121.03,44392000.0,1.5426,12117,-3082.9,0,1237700.0,-0.35527,559.57,1,0.406,0.406,0.25,0,0.3074041236712608
407,120.16,44070000.0,1.5395,12056,-3113.2,0,1233800.0,-0.36047,559.44,1,0.407,0.407,0.25,0,0.30845052091768377
408,119.79,43930000.0,1.5382,12029,-3127.2,0,1232100.0,-0.36287,559.38,1,0.408,0.408,0.25,0,0.3088869178868149
409,119.41,43789000.0,1.5369,12002,-3141.3,0,1230300.0,-0.36526,559.33,1,0.409,0.409,0.25,0,0.3092783836358094
410,118.7,43525000.0,1.5344,11951,-3165.2,0,1227100.0,-0.36963,559.22,1,0.41,0.41,0.25,0,0.3104165022259646
411,117.97,43256000.0,1.5317,11899,-3189.5,0,1223800.0,-0.37406,559.11,1,0.411,0.411,0.25,0,0.3117206277589517
412,117.52,43086000.0,1.5301,11866,-3204.5,0,1221700.0,-0.37688,559.04,1,0.412,0.412,0.25,0,0.31248207102769254
413,117.37,43033000.0,1.5296,11856,-3208.6,0,1221100.0,-0.3778,559.02,1,0.413,0.413,0.25,0,0.312930031565705
414,117.03,42904000.0,1.5284,11831,-3220.4,0,1219400.0,-0.38,558.96,1,0.414,0.414,0.25,0,0.31335343159632156
415,116.64,42761000.0,1.5271,11803,-3233.6,0,1217600.0,-0.38243,558.9,1,0.415,0.415,0.25,0,0.3141519217220904
416,116.26,42618000.0,1.5258,11776,-3246.8,0,1215800.0,-0.38486,558.84,1,0.416,0.416,0.25,0,0.31488842776716
417,115.97,42511000.0,1.5248,11755,-3256.6,0,1214500.0,-0.38668,558.8,1,0.417,0.417,0.25,0,0.31561206727276736
418,115.87,42473000.0,1.5244,11748,-3260.4,0,1214000.0,-0.38734,558.78,1,0.418,0.418,0.25,0,0.3157734417548357
419,115.76,42435000.0,1.5241,11740,-3264.2,0,1213500.0,-0.38801,558.77,1,0.419,0.419,0.25,0,0.31604492174954224
420,115.66,42396000.0,1.5237,11733,-3268.0,0,1213000.0,-0.38868,558.75,1,0.42,0.42,0.25,0,0.31621233598886644
421,115.52,42345000.0,1.5232,11723,-3272.9,0,1212400.0,-0.38955,558.73,1,0.421,0.421,0.25,0,0.31663283796493846
422,115.36,42284000.0,1.5226,11711,-3278.8,0,1211600.0,-0.3906,558.71,1,0.422,0.422,0.25,0,0.3169131356134931
423,115.19,42223000.0,1.522,11699,-3284.6,0,1210800.0,-0.39165,558.68,1,0.423,0.423,0.25,0,0.3173096548869232
424,115.02,42162000.0,1.5214,11686,-3290.5,0,1210100.0,-0.39269,558.66,1,0.424,0.424,0.25,0,0.3178957107335131
425,114.86,42100000.0,1.5208,11674,-3296.3,0,1209300.0,-0.39374,558.64,1,0.425,0.425,0.25,0,0.3181990220832306
426,114.74,42059000.0,1.5204,11666,-3300.5,0,1208800.0,-0.39445,558.62,1,0.426,0.426,0.25,0,0.3186125172149826
427,114.71,42046000.0,1.5203,11664,-3302.1,0,1208600.0,-0.39468,558.61,1,0.427,0.427,0.25,0,0.3185806543989662
428,114.67,42032000.0,1.5202,11661,-3303.9,0,1208400.0,-0.39493,558.61,1,0.428,0.428,0.25,0,0.31865935345906593
429,114.63,42018000.0,1.52,11658,-3305.7,0,1208200.0,-0.39518,558.6,1,0.429,0.429,0.25,0,0.31873851140091347
430,114.61,42008000.0,1.5199,11656,-3306.8,0,1208100.0,-0.39536,558.6,1,0.43,0.43,0.25,0,0.31877826245085816
431,114.58,41997000.0,1.5198,11653,-3308.0,0,1208000.0,-0.39555,558.59,1,0.431,0.431,0.25,0,0.31892870040542187
432,114.55,41987000.0,1.5197,11651,-3309.1,0,1207800.0,-0.39574,558.59,1,0.432,0.432,0.25,0,0.3188982039075531
433,114.53,41977000.0,1.5196,11649,-3310.3,0,1207700.0,-0.39592,558.58,1,0.433,0.433,0.25,0,0.3189384138257998
434,114.51,41970000.0,1.5196,11647,-3311.7,0,1207600.0,-0.39604,558.58,1,0.434,0.434,0.25,0,0.3189787384587519
435,114.43,41941000.0,1.5193,11642,-3313.8,0,1207200.0,-0.39656,558.57,1,0.435,0.435,0.25,0,0.3191411841153965
436,114.42,41939000.0,1.5192,11641,-3313.6,0,1207200.0,-0.39658,558.57,1,0.436,0.436,0.25,0,0.31925222415813403
437,114.42,41937000.0,1.5192,11641,-3313.4,0,1207200.0,-0.39661,558.57,1,0.437,0.437,0.25,0,0.31925222415813403
438,114.42,41936000.0,1.5192,11641,-3313.2,0,1207200.0,-0.39664,558.57,1,0.438,0.438,0.25,0,0.31925222415813403
439,114.41,41934000.0,1.5192,11640,-3312.9,0,1207100.0,-0.39667,558.56,1,0.439,0.439,0.25,0,0.31918208230465295
440,114.41,41933000.0,1.5191,11640,-3312.7,0,1207100.0,-0.39669,558.56,1,0.44,0.44,0.25,0,0.31918208230465295
441,114.4,41931000.0,1.5191,11640,-3312.5,0,1207100.0,-0.39672,558.56,1,0.441,0.441,0.25,0,0.31929318073442936
442,114.4,41930000.0,1.5191,11639,-3312.3,0,1207100.0,-0.39675,558.56,1,0.442,0.442,0.25,0,0.31929318073442936
443,114.39,41928000.0,1.519,11639,-3312.1,0,1207000.0,-0.39678,558.56,1,0.443,0.443,0.25,0,0.3192230952012769
444,114.39,41926000.0,1.519,11639,-3311.8,0,1207000.0,-0.3968,558.56,1,0.444,0.444,0.25,0,0.3192230952012769
445,114.39,41925000.0,1.519,11638,-3311.6,0,1207000.0,-0.39683,558.56,1,0.445,0.445,0.25,0,0.3192230952012769
446,114.38,41923000.0,1.519,11638,-3311.4,0,1207000.0,-0.39686,558.56,1,0.446,0.446,0.25,0,0.31933425199690946
447,114.37,41920000.0,1.5189,11637,-3311.8,0,1206900.0,-0.39692,558.56,1,0.447,0.447,0.25,0,0.3192642228038526
448,114.36,41915000.0,1.5189,11636,-3312.4,0,1206900.0,-0.397,558.56,1,0.448,0.448,0.25,0,0.3193754379440924
449,114.33,41906000.0,1.5188,11634,-3313.5,0,1206800.0,-0.39717,558.55,1,0.449,0.449,0.25,0,0.319528021216541
450,114.29,41891000.0,1.5186,11631,-3315.1,0,1206600.0,-0.39743,558.55,1,0.45,0.45,0.25,0,0.3196110830603317
451,114.25,41876000.0,1.5184,11628,-3316.8,0,1206400.0,-0.39769,558.54,1,0.451,0.451,0.25,0,0.31969460353129997
452,114.22,41864000.0,1.5183,11626,-3317.9,0,1206200.0,-0.39788,558.54,1,0.452,0.452,0.25,0,0.3196669506090385
453,114.22,41863000.0,1.5183,11625,-3317.6,0,1206200.0,-0.3979,558.54,1,0.453,0.453,0.25,0,0.3196669506090385
454,114.22,41862000.0,1.5183,11625,-3317.3,0,1206200.0,-0.39792,558.54,1,0.454,0.454,0.25,0,0.3196669506090385
455,114.21,41861000.0,1.5183,11625,-3317.0,0,1206200.0,-0.39794,558.54,1,0.455,0.455,0.25,0,0.31977858261472336
456,114.21,41860000.0,1.5183,11625,-3316.7,0,1206200.0,-0.39796,558.53,1,0.456,0.456,0.25,0,0.31977858261472336
457,114.21,41859000.0,1.5182,11625,-3316.4,0,1206200.0,-0.39797,558.53,1,0.457,0.457,0.25,0,0.31977858261472336
458,114.21,41858000.0,1.5182,11625,-3316.1,0,1206200.0,-0.39799,558.53,1,0.458,0.458,0.25,0,0.31977858261472336
459,114.2,41857000.0,1.5182,11625,-3315.8,0,1206100.0,-0.39801,558.53,1,0.459,0.459,0.25,0,0.3197090539733879
460,114.2,41856000.0,1.5182,11625,-3315.5,0,1206100.0,-0.39803,558.53,1,0.46,0.46,0.25,0,0.3197090539733879
461,114.2,41855000.0,1.5182,11624,-3315.2,0,1206100.0,-0.39805,558.53,1,0.461,0.461,0.25,0,0.3197090539733879
462,114.2,41854000.0,1.5182,11624,-3314.9,0,1206100.0,-0.39806,558.53,1,0.462,0.462,0.25,0,0.3197090539733879
463,114.19,41853000.0,1.5182,11624,-3314.6,0,1206100.0,-0.39808,558.53,1,0.463,0.463,0.25,0,0.3198207441312201
464,114.19,41852000.0,1.5181,11624,-3314.9,0,1206100.0,-0.3981,558.53,1,0.464,0.464,0.25,0,0.3198207441312201
465,114.19,41851000.0,1.5181,11624,-3315.4,0,1206100.0,-0.39813,558.53,1,0.465,0.465,0.25,0,0.3198207441312201
466,114.18,41849000.0,1.5181,11623,-3315.8,0,1206000.0,-0.39815,558.53,1,0.466,0.466,0.25,0,0.31975127200636444
467,114.18,41848000.0,1.5181,11623,-3316.3,0,1206000.0,-0.39817,558.53,1,0.467,0.467,0.25,0,0.31975127200636444
468,114.18,41847000.0,1.5181,11622,-3316.8,0,1206000.0,-0.3982,558.53,1,0.468,0.468,0.25,0,0.31975127200636444
469,114.17,41846000.0,1.5181,11622,-3317.3,0,1206000.0,-0.39822,558.53,1,0.469,0.469,0.25,0,0.31986302029484714
470,114.17,41844000.0,1.5181,11622,-3317.8,0,1206000.0,-0.39824,558.53,1,0.47,0.47,0.25,0,0.31986302029484714
471,114.17,41843000.0,1.5181,11621,-3318.3,0,1205900.0,-0.39827,558.53,1,0.471,0.471,0.25,0,0.3196818072951605
472,114.16,41842000.0,1.5181,11621,-3318.7,0,1205900.0,-0.39829,558.53,1,0.472,0.472,0.25,0,0.31979360470594154
473,114.16,41842000.0,1.5181,11621,-3318.7,0,1205900.0,-0.39829,558.53,1,0.473,0.473,0.25,0,0.31979360470594154
474,114.16,41842000.0,1.5181,11621,-3318.7,0,1205900.0,-0.39829,558.53,1,0.474,0.474,0.25,0,0.31979360470594154
475,114.16,41842000.0,1.5181,11621,-3318.7,0,1205900.0,-0.39829,558.53,1,0.475,0.475,0.25,0,0.31979360470594154
476,114.16,41842000.0,1.5181,11621,-3318.7,0,1205900.0,-0.39829,558.53,1,0.476,0.476,0.25,0,0.31979360470594154
477,114.16,41842000.0,1.5181,11621,-3318.7,0,1205900.0,-0.39829,558.53,1,0.477,0.477,0.25,0,0.31979360470594154
478,114.16,41842000.0,1.5181,11621,-3318.6,0,1205900.0,-0.39829,558.53,1,0.478,0.478,0.25,0,0.31979360470594154
479,114.16,41842000.0,1.5181,11621,-3318.6,0,1205900.0,-0.39829,558.53,1,0.479,0.479,0.25,0,0.31979360470594154
480,114.16,41842000.0,1.5181,11621,-3318.6,0,1205900.0,-0.39829,558.53,1,0.48,0.48,0.25,0,0.31979360470594154
481,114.16,41841000.0,1.5181,11621,-3318.6,0,1205900.0,-0.39831,558.53,1,0.481,0.481,0.25,0,0.31979360470594154
482,114.16,41840000.0,1.518,11621,-3318.7,0,1205900.0,-0.39832,558.53,1,0.482,0.482,0.25,0,0.31979360470594154
483,114.16,41839000.0,1.518,11621,-3318.7,0,1205900.0,-0.39834,558.52,1,0.483,0.483,0.25,0,0.31979360470594154
484,114.15,41838000.0,1.518,11620,-3318.7,0,1205900.0,-0.39835,558.52,1,0.484,0.484,0.25,0,0.3199054111034809
485,114.15,41837000.0,1.518,11620,-3318.8,0,1205900.0,-0.39836,558.52,1,0.485,0.485,0.25,0,0.3199054111034809
486,114.15,41837000.0,1.518,11620,-3318.8,0,1205900.0,-0.39838,558.52,1,0.486,0.486,0.25,0,0.3199054111034809
487,114.15,41836000.0,1.518,11620,-3318.8,0,1205900.0,-0.39839,558.52,1,0.487,0.487,0.25,0,0.3199054111034809
488,114.14,41835000.0,1.518,11620,-3318.9,0,1205800.0,-0.39841,558.52,1,0.488,0.488,0.25,0,0.31983605206995513
489,114.14,41834000.0,1.518,11620,-3318.9,0,1205800.0,-0.39842,558.52,1,0.489,0.489,0.25,0,0.31983605206995513
490,114.14,41833000.0,1.518,11619,-3318.9,0,1205800.0,-0.39844,558.52,1,0.49,0.49,0.25,0,0.31983605206995513
491,114.14,41832000.0,1.5179,11619,-3319.0,0,1205800.0,-0.39845,558.52,1,0.491,0.491,0.25,0,0.31983605206995513
492,114.13,41831000.0,1.5179,11619,-3319.0,0,1205800.0,-0.39846,558.52,1,0.492,0.492,0.25,0,0.31994791655494736
493,114.13,41831000.0,1.5179,11619,-3319.0,0,1205800.0,-0.39848,558.52,1,0.493,0.493,0.25,0,0.31994791655494736
494,114.13,41830000.0,1.5179,11619,-3319.1,0,1205800.0,-0.39849,558.52,1,0.494,0.494,0.25,0,0.31994791655494736
495,114.13,41829000.0,1.5179,11619,-3319.1,0,1205800.0,-0.39851,558.52,1,0.495,0.495,0.25,0,0.31994791655494736
496,114.13,41828000.0,1.5179,11618,-3319.1,0,1205800.0,-0.39852,558.52,1,0.496,0.496,0.25,0,0.31994791655494736
497,114.12,41828000.0,1.5179,11618,-3319.1,0,1205800.0,-0.39853,558.52,1,0.497,0.497,0.25,0,0.32005978999649987
498,114.12,41828000.0,1.5179,11618,-3319.1,0,1205800.0,-0.39853,558.52,1,0.498,0.498,0.25,0,0.32005978999649987
499,114.12,41827000.0,1.5179,11618,-3319.1,0,1205800.0,-0.39853,558.52,1,0.499,0.499,0.25,0,0.32005978999649987
500,114.12,41827000.0,1.5179,11618,-3319.1,0,1205800.0,-0.39853,558.52,1,0.5,0.5,0.25,0,0.32005978999649987
501,114.12,41827000.0,1.5179,11618,-3319.1,0,1205800.0,-0.39853,558.52,1,0.501,0.501,0.25,0,0.32005978999649987
502,114.12,41827000.0,1.5179,11618,-3319.2,0,1205800.0,-0.39853,558.52,1,0.502,0.502,0.25,0,0.32005978999649987
503,114.12,41827000.0,1.5179,11618,-3319.2,0,1205800.0,-0.39853,558.52,1,0.503,0.503,0.25,0,0.32005978999649987
504,114.12,41828000.0,1.5179,11618,-3319.2,0,1205800.0,-0.39853,558.52,1,0.504,0.504,0.25,0,0.32005978999649987
505,114.12,41828000.0,1.5179,11618,-3319.3,0,1205800.0,-0.39852,558.52,1,0.505,0.505,0.25,0,0.32005978999649987
506,114.13,41828000.0,1.5179,11618,-3319.3,0,1205800.0,-0.39852,558.52,1,0.506,0.506,0.25,0,0.31994791655494736
507,114.13,41829000.0,1.5179,11619,-3319.3,0,1205800.0,-0.39851,558.52,1,0.507,0.507,0.25,0,0.31994791655494736
508,114.13,41829000.0,1.5179,11619,-3319.4,0,1205800.0,-0.39851,558.52,1,0.508,0.508,0.25,0,0.31994791655494736
509,114.13,41829000.0,1.5179,11619,-3319.4,0,1205800.0,-0.3985,558.52,1,0.509,0.509,0.25,0,0.31994791655494736
510,114.13,41830000.0,1.5179,11619,-3319.4,0,1205800.0,-0.3985,558.52,1,0.51,0.51,0.25,0,0.31994791655494736
511,114.13,41830000.0,1.5179,11619,-3319.5,0,1205800.0,-0.39849,558.52,1,0.511,0.511,0.25,0,0.31994791655494736
512,114.13,41830000.0,1.518,11619,-3319.5,0,1205800.0,-0.39848,558.52,1,0.512,0.512,0.25,0,0.31994791655494736
513,114.13,41831000.0,1.518,11619,-3319.5,0,1205800.0,-0.39848,558.52,1,0.513,0.513,0.25,0,0.31994791655494736
514,114.13,41831000.0,1.518,11619,-3319.6,0,1205800.0,-0.39847,558.52,1,0.514,0.514,0.25,0,0.31994791655494736
515,114.13,41831000.0,1.518,11619,-3319.6,0,1205800.0,-0.39847,558.52,1,0.515,0.515,0.25,0,0.31994791655494736
516,114.14,41832000.0,1.518,11619,-3319.6,0,1205800.0,-0.39846,558.52,1,0.516,0.516,0.25,0,0.31983605206995513
517,114.13,41831000.0,1.518,11619,-3319.7,0,1205800.0,-0.39847,558.52,1,0.517,0.517,0.25,0,0.31994791655494736
518,114.13,41831000.0,1.518,11619,-3319.8,0,1205800.0,-0.39848,558.52,1,0.518,0.518,0.25,0,0.31994791655494736
519,114.13,41830000.0,1.518,11619,-3319.9,0,1205800.0,-0.39849,558.52,1,0.519,0.519,0.25,0,0.31994791655494736
520,114.13,41830000.0,1.518,11619,-3320.0,0,1205800.0,-0.39849,558.52,1,0.52,0.52,0.25,0,0.31994791655494736
521,114.13,41829000.0,1.518,11619,-3320.1,0,1205800.0,-0.3985,558.52,1,0.521,0.521,0.25,0,0.31994791655494736
522,114.13,41829000.0,1.518,11619,-3320.2,0,1205800.0,-0.39851,558.52,1,0.522,0.522,0.25,0,0.31994791655494736
523,114.13,41829000.0,1.518,11619,-3320.2,0,1205800.0,-0.39851,558.52,1,0.523,0.523,0.25,0,0.31994791655494736
524,114.13,41829000.0,1.518,11619,-3320.3,0,1205800.0,-0.3985,558.52,1,0.524,0.524,0.25,0,0.31994791655494736
525,114.13,41830000.0,1.518,11619,-3320.3,0,1205800.0,-0.3985,558.52,1,0.525,0.525,0.25,0,0.31994791655494736
526,114.13,41830000.0,1.518,11619,-3320.4,0,1205800.0,-0.3985,558.52,1,0.526,0.526,0.25,0,0.31994791655494736
527,114.13,41830000.0,1.518,11619,-3320.4,0,1205800.0,-0.39849,558.52,1,0.527,0.527,0.25,0,0.31994791655494736
528,114.13,41830000.0,1.518,11619,-3320.4,0,1205800.0,-0.39849,558.52,1,0.528,0.528,0.25,0,0.31994791655494736
529,114.13,41830000.0,1.518,11619,-3320.5,0,1205800.0,-0.39849,558.52,1,0.529,0.529,0.25,0,0.31994791655494736
530,114.13,41831000.0,1.518,11619,-3320.5,0,1205800.0,-0.39848,558.52,1,0.53,0.53,0.25,0,0.31994791655494736
531,114.13,41831000.0,1.518,11619,-3320.6,0,1205800.0,-0.39848,558.52,1,0.531,0.531,0.25,0,0.31994791655494736
532,114.13,41831000.0,1.518,11619,-3320.6,0,1205800.0,-0.39847,558.52,1,0.532,0.532,0.25,0,0.31994791655494736
533,114.13,41831000.0,1.518,11619,-3320.6,0,1205800.0,-0.39847,558.52,1,0.533,0.533,0.25,0,0.31994791655494736
534,114.13,41831000.0,1.518,11619,-3320.7,0,1205800.0,-0.39847,558.52,1,0.534,0.534,0.25,0,0.31994791655494736
535,114.13,41831000.0,1.518,11619,-3320.7,0,1205800.0,-0.39847,558.52,1,0.535,0.535,0.25,0,0.31994791655494736
536,114.13,41831000.0,1.518,11619,-3320.7,0,1205800.0,-0.39848,558.52,1,0.536,0.536,0.25,0,0.31994791655494736
537,114.13,41831000.0,1.518,11619,-3320.7,0,1205800.0,-0.39848,558.52,1,0.537,0.537,0.25,0,0.31994791655494736
538,114.13,41831000.0,1.518,11619,-3320.7,0,1205800.0,-0.39848,558.52,1,0.538,0.538,0.25,0,0.31994791655494736
539,114.13,41830000.0,1.518,11619,-3320.7,0,1205800.0,-0.39848,558.52,1,0.539,0.539,0.25,0,0.31994791655494736
540,114.13,41830000.0,1.518,11619,-3320.7,0,1205800.0,-0.39849,558.52,1,0.54,0.54,0.25,0,0.31994791655494736
541,114.13,41830000.0,1.518,11619,-3320.7,0,1205800.0,-0.39849,558.52,1,0.541,0.541,0.25,0,0.31994791655494736
542,114.13,41830000.0,1.518,11619,-3320.7,0,1205800.0,-0.39849,558.52,1,0.542,0.542,0.25,0,0.31994791655494736
543,114.13,41830000.0,1.518,11619,-3320.7,0,1205800.0,-0.39849,558.52,1,0.543,0.543,0.25,0,0.31994791655494736
544,114.13,41830000.0,1.518,11619,-3320.7,0,1205800.0,-0.3985,558.52,1,0.544,0.544,0.25,0,0.31994791655494736
545,114.13,41830000.0,1.518,11619,-3320.7,0,1205800.0,-0.3985,558.52,1,0.545,0.545,0.25,0,0.31994791655494736
546,114.13,41829000.0,1.518,11619,-3320.7,0,1205800.0,-0.3985,558.52,1,0.546,0.546,0.25,0,0.31994791655494736
547,114.13,41829000.0,1.5179,11618,-3320.7,0,1205800.0,-0.3985,558.52,1,0.547,0.547,0.25,0,0.31994791655494736
548,114.13,41829000.0,1.5179,11618,-3320.7,0,1205800.0,-0.3985,558.52,1,0.548,0.548,0.25,0,0.31994791655494736
549,114.13,41829000.0,1.5179,11618,-3320.7,0,1205800.0,-0.3985,558.52,1,0.549,0.549,0.25,0,0.31994791655494736
550,114.13,41829000.0,1.5179,11618,-3320.7,0,1205800.0,-0.3985,558.52,1,0.55,0.55,0.25,0,0.31994791655494736
551,114.13,41830000.0,1.5179,11618,-3320.7,0,1205800.0,-0.3985,558.52,1,0.551,0.551,0.25,0,0.31994791655494736
552,114.13,41829000.0,1.5179,11618,-3320.7,0,1205800.0,-0.3985,558.52,1,0.552,0.552,0.25,0,0.31994791655494736
553,114.13,41829000.0,1.5179,11618,-3320.7,0,1205800.0,-0.3985,558.52,1,0.553,0.553,0.25,0,0.31994791655494736
554,114.13,41829000.0,1.5179,11618,-3320.7,0,1205800.0,-0.3985,558.52,1,0.554,0.554,0.25,0,0.31994791655494736
555,114.13,41829000.0,1.5179,11618,-3320.7,0,1205800.0,-0.3985,558.52,1,0.555,0.555,0.25,0,0.31994791655494736
556,114.13,41829000.0,1.5179,11618,-3320.7,0,1205800.0,-0.39851,558.52,1,0.556,0.556,0.25,0,0.31994791655494736
557,114.13,41829000.0,1.5179,11618,-3320.6,0,1205800.0,-0.39851,558.52,1,0.557,0.557,0.25,0,0.31994791655494736
558,114.13,41829000.0,1.5179,11618,-3320.6,0,1205800.0,-0.39851,558.52,1,0.558,0.558,0.25,0,0.31994791655494736
559,114.13,41829000.0,1.5179,11618,-3320.6,0,1205800.0,-0.39851,558.52,1,0.559,0.559,0.25,0,0.31994791655494736
560,114.13,41829000.0,1.5179,11618,-3320.6,0,1205800.0,-0.39851,558.52,1,0.56,0.56,0.25,0,0.31994791655494736
561,114.13,41829000.0,1.5179,11618,-3320.6,0,1205800.0,-0.39851,558.52,1,0.561,0.561,0.25,0,0.31994791655494736
562,114.13,41829000.0,1.5179,11618,-3320.6,0,1205800.0,-0.39851,558.52,1,0.562,0.562,0.25,0,0.31994791655494736
563,114.13,41829000.0,1.5179,11618,-3320.6,0,1205800.0,-0.39852,558.52,1,0.563,0.563,0.25,0,0.31994791655494736
564,114.13,41828000.0,1.5179,11618,-3320.5,0,1205800.0,-0.39852,558.52,1,0.564,0.564,0.25,0,0.31994791655494736
565,114.13,41828000.0,1.5179,11618,-3320.5,0,1205800.0,-0.39852,558.52,1,0.565,0.565,0.25,0,0.31994791655494736
566,114.13,41828000.0,1.5179,11618,-3320.5,0,1205800.0,-0.39852,558.52,1,0.566,0.566,0.25,0,0.31994791655494736
567,114.13,41828000.0,1.5179,11618,-3320.5,0,1205800.0,-0.39852,558.52,1,0.567,0.567,0.25,0,0.31994791655494736
568,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39852,558.52,1,0.568,0.568,0.25,0,0.31994791655494736
569,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.569,0.569,0.25,0,0.31994791655494736
570,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.57,0.57,0.25,0,0.31994791655494736
571,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.571,0.571,0.25,0,0.31994791655494736
572,114.13,41828000.0,1.5179,11618,-3320.5,0,1205800.0,-0.39853,558.52,1,0.572,0.572,0.25,0,0.31994791655494736
573,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.573,0.573,0.25,0,0.31994791655494736
574,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.574,0.574,0.25,0,0.31994791655494736
575,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.575,0.575,0.25,0,0.31994791655494736
576,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.576,0.576,0.25,0,0.31994791655494736
577,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.577,0.577,0.25,0,0.31994791655494736
578,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.578,0.578,0.25,0,0.31994791655494736
579,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.579,0.579,0.25,0,0.31994791655494736
580,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.58,0.58,0.25,0,0.31994791655494736
581,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.581,0.581,0.25,0,0.31994791655494736
582,114.13,41828000.0,1.5179,11618,-3320.4,0,1205800.0,-0.39853,558.52,1,0.582,0.582,0.25,0,0.31994791655494736
583,114.13,41828000.0,1.5179,11618,-3320.3,0,1205800.0,-0.39852,558.52,1,0.583,0.583,0.25,0,0.31994791655494736
584,114.13,41828000.0,1.5179,11618,-3320.3,0,1205800.0,-0.39852,558.52,1,0.584,0.584,0.25,0,0.31994791655494736
